,label,tweet,cleaning
207,happy,"Lg sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek"" didepan sy seru banget yah. Mereka lg ghibah ternyata. Hal ini menunjukkan bahwa kapanpun dan dimanapun, ghibah itu asik ",sibuk ngedit konten ruang tunggu kok kumpul nenek depan seru banget yah ghibah nyata tunjuk kapan mana ghibah asik
208,happy,"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh [URL]",mobilelegendsbangbangid main brawl langsung chang e pimpin top kill mvp sekaligus emang hero ggwp hero baru normal server top lah lebih top soal hero mage role suka hero tank suka skill nya loh buff deh url
209,love,"Ada waktunya, sayang berubah jadi butuh. Perhatian berubah jadi pengertian. Percaya berubah jadi yakin. Itu semua akan terjadi kalau kamu dan dia saling melengkapi. Tidak mencari kurang. Tidak mencari salah. Tidak mencari yg lebih.",waktu sayang ubah jadi butuh perhati ubah jadi erti percaya ubah jadi yakin semua jadi kalau kamu saling lengkap cari kurang cari salah cari lebih
210,sadness,Anak jaman now gatau kalo dulu mau testimonial dibalesnya seminggu mana harus bikin URL :(( skrg pdkt tinggal match no match di kinder senang #RecehkanTwitter,anak jaman now gatau kalau dulu mau testimonial dibalesnya minggu mana bikin skrg pdkt tinggal match no match kinder senang recehkantwitter
211,sadness,"Ijazah mendadak nyelip tu, langsung tiba2 kebayang perjuangan dikampus, penelitian, skripsi, de el el. Emang ya kudu gak ada dulu, baru berasa.",ijazah dadak nyelip tu langsung tiba bayang juang kampus teliti skripsi adik el el emang iya dulu baru asa
212,sadness,"Kadang pengen gitu balik lagi jadi anak sd,pulang sekolah tidur siang,bangun2 main harvest moon /pepsi man sampe [URL] mikirin ina inu.",kadang ken gitu balik jadi anak sd pulang sekolah tidur siang bangun main harvest moon psi man url mikirin ina inu
213,anger,"[USERNAME] [USERNAME] Tolong pencerahan kah, sy sudah lapor ke hotline dan mention kesini, tp tracking paket sy malah ke purwokerto itu!! Tujuan paket sy KAIMANA Papua Barat buka Kalimanah Purbalingga, kesalahan a di pihak anda yg salah",username username cerah kah lapor hotline mention kesini tracking paket bahkan purwokerto itu tuju paket kaimana papua barat buka kalimanah purbalingga salah a pihak salah
214,sadness,"Kasihan karyawan bapakku ini, mau lebaran malah jatuh sakit dan masuk rumah. Dan sekarang mudik terlalu cepat ke kampung halaman. Gusti Allah kadang memberikan hal yang tidak terpikirkan oleh manusia. Sebagai manusia ya cuma bisa menerima.",kasihan karyawan bapak ini mau lebaran bahkan jatuh sakit masuk rumah sekarang mudik terlalu cepat kampung halaman gusti allah kadang beri pikir manusia manusia iya cuma terima
215,sadness,"Kehilangan lagi salah satu karyawan, dan tepat sebelum lebaran. Kembali lagi aku dipusingkan untuk mencari penggantinya, karena mencari karywan di pabrik tahu susah dibandingkan nyari orang untuk jd tukang parkir.",hilang salah satu karyawan tepat lebaran aku pusing cari ganti cari karywan pabrik tahu susah banding cari orang jadi tukang parkir
216,anger,msh jg bego!!! Dia dihukum atau ditembak ga masalah dan ga ada yg bela?? Nah sibangsat Cabul kabur padahal yg bela 7jt org tolol. Masih ga berani jg balik?? Kenapa??? Kalau waras berpikir pasti kau tau jawabannya [URL],bego hukum tembak masalah bela nah sibangsat cabul kabur padahal bela jt orang tolol berani balik kenapa kalau waras pikir kamu tahu jawab url
217,happy,Masih belum terbiasa dengan twitt mereka pake English But thank you [USERNAME] for make it easier to watching them  [URL],biasa twitt pakai english but thank you username for make it easier to watching them url
218,happy,"[USERNAME] [USERNAME] [USERNAME] Terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia, bisa membuat sesama hambaNya ketawa bahagia",username username username terima kasih tertawa moga jadi amal soleh bulan mulia buat sama hamba ketawa bahagia
219,happy,"Antri di bank situasyen: mbak dapet nomor antrian berapa ? 227 buk , ini ambil aja nomor antrian biar cepet ---200 *dalamhati* rejeki anak baik",antri bank situasyen mbak nomor antri berapa buk ambil nomor antri biar cepat dalamhati rezeki anak baik
220,anger,"Apa sebutan yg pas untuk pasangan muda anak 1, tinggal di rmh ortu cewek, anaknya dijagain ibunya selagi mereka kerja, eh pas lebaran malah ditinggal ke rumah mertua sebelum solat Ied dan sungkeman. Smg besar pahala yg dikasih ke ibunya. Woi anaknya, sadar kek!",apa sebut pas pasang muda anak tinggal rumah orang tua cewek anak dijagain ibu kerja eh pas lebaran bahkan tinggal rumah mertua solat ied sungkem smg besar pahala kasih ibu woi anak sadar seperti
221,sadness,"Banyak sekali mualaf yang baru belajar Islam 1-3 tahun, tapi ilmu agamanya sudah luar biasa. Tapi saya yang dari kecil muslim, ilmu agamanya jauuh banget. Ya ini namanya malu.. banget!",banyak sekali mualaf baru ajar islam tahun ilmu agama luar biasa kecil muslim ilmu agama jauuh banget iya nama malu banget
222,anger,[USERNAME] Ga usah ada liga...bagaimana persepak bolaan indonesia bisa maju kalo mau kaya gitu terus...mau perang mah di gaza sanah...mati lu masuk syurga...,username perlu liga bagaimana sepak bola indonesia maju kalau mau kaya gitu terus mau perang mah gaza sanah mati kamu masuk syurga
223,sadness,"Walopun lebaran msh lama nuansa maaf memaafkan sdh menyebar kemana2 .Td ke ATM,Katanya Maaf saldo anda tdk mencukupi. Gw coba telfon tmn ,eh operator jg minta maaf. Katanya Maaf pulsa anda tdk cukup utk melakukan panggilan ini #recehkantwitter",walopun lebaran lama nuansa maaf maaf sebar mana tadi atm kata maaf saldo cukup coba telfon tmn eh operator minta maaf kata maaf pulsa cukup laku panggil recehkantwitter
224,anger,Ini yang namanya ide kebeRPihakan ala [USERNAME] [USERNAME] melalui program unggulan OKeh ngOCE melibatkan banyak warga untuk mengisi Tong Sampah biar Sampah Jakarta berasa Sampah Jerman #KarenaSampahJakartaBedaSampahJerman,nama ide pihak ala username username lalu program unggul okeh ngoce libat banyak warga isi tong sampah biar sampah jakarta asa sampah jerman karenasampahjakartabedasampahjerman
225,anger,"Malah Lu harusnya tanya ke IG nya langsung, yang menghapus yg punya akun atau dari kebijakan IGnya? Pastikan... jangan melulu salahkan rezim.... kalau ternyata bukan akibat rezim itu ntar masuknya fitnah.... n",bahkan kamu harus tanya ig nya langsung hapus punya akun bijak ignya pasti jangan melulu salah rezim kalau nyata bukan akibat rezim masuk fitnah
226,sadness,Berharap aku ke dokter dksh salep bwt yg lebam2 biru..eehhh malah dkshnya obat nyeri tablet+vitamin  pdhl tensi darah aku normal 110/70..ttp aja salep mah gak dksh sm dokternya ,harap aku dokter dksh salep buat lebam biru eehhh bahkan dkshnya obat nyeri tablet vitamin pdhl tensi darah aku normal ttp salep mah dksh sm dokter
227,anger,"Jaman dulu dipanggil nama sama cewek yg di suka aja udh gemetaran ngalahin tes pantokhir akmil, lah skrng kalo ga pap tt katanya ga sayang, sadar woyy dia itu cewek yg berusaha mati matian di bahagiain ayahnya, jangan lo rusak gtu aja buat nurutin nafsu lo #OldMoneyGakNgerasain",jaman dulu panggil nama sama cewek suka udh gemetar ngalahin tes pantokhir akmil lah skrng kalau pap tt kata sayang sadar woyy cewek usaha mati mati bahagiain ayah jangan kamu rusak gtu buat nurutin nafsu kamu oldmoneygakngerasain
228,sadness,"Andai ID-MY takyah guna pasport, malam ni sy dh sampai MY lagi. Itulah hidup selalu dihadapkan dengan pilihan. Mau tak mau salah satu harus direlakan.",andai id my takyah pasport malam dh my lagi hidup selalu hadap pilih mau mau salah satu rela
229,sadness,"Sebenernya teknik lumayan, tapi aneh bgt pas di inter.. passing sering salah, dribbling ga bagus, crossing gak bagus, keypass awal2 aja, selanjutnya ketebak.. what a waste of skill",sebenernya teknik lumayan aneh banget pas inter passing sering salah dribbling bagus crossing bagus keypass awal saja lanjut tebak what a waste of skill
230,fear,"Kalo ada yang menganggap big is beauty, terus kami mikir, big is awal mula berbagai penyakit. Sah-sah aja lah. Kalo tersinggung, jangan-jangan emang ga yakin sama kepercayaannya? Mau setuju tapi udah terlanjur.",kalau anggap big is beauty terus mikir big is awal mula bagai sakit sah sah lah kalau singgung jangan jangan emang yakin sama percaya mau tuju lanjur
231,anger,Dan bukan yg bilang Koalisi tanpa syarat lalu koar2 gak akan bagi2 jatah menteri. ~ kenyataan bahkan parpol2 yg semula non koalisipun dibedol dg dikasih jbtn menteri.,bukan bilang koalisi syarat lalu teriak bagi jatah menteri nyata bahkan partai politik mula non koalisi bedol kasih jbtn menteri
232,happy,"Demi apa, kalau gue punya pc ban Agus, gue trade langsung nih sama si Mas",apa kalau punya pc ban agus trade langsung sama si mas
233,happy,[USERNAME] selamat ultah kak renoo wkwkw semoga kita bisa dipertemukan lagi di satu kelompok (kalo sama reno gppa deh). semoga bahagia dan sejahtera selalu bersama dek oza hehehe,username selamat ultah kak renoo wkwkw moga temu satu kelompok kalau sama reno gppa deh moga bahagia sejahtera selalu sama adik oza hehehe
234,happy,"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda Xaviera are so happy to be able to witness and accompany you on this special day. Semoga Xellent tumbuh mjd anak yang menyenangkan hati Tuhan menjadi Saluran Berkat bagi byk orang. [URL]",congratulations on your st holly communion xellent mommy papa ompung unty tulang bou uda xaviera are so bahagia to be able to witness and accompany you on this special day moga xellent tumbuh mjd anak senang hati tuhan jadi salur berkat banyak orang url
235,anger,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh,buat teriak teriak ganti presiden bagaimana pulang kampung naik kereta api bagus kan stasiun kereta kereta api bagus ber ac semua coba tahun lalu banyak copetnyaaahh banyak calonyaaahh
236,anger,"Kalau FADLI ZHON mau tahu apa Relepansi nya ,banyak alasan bisa kita cari,misalnya UU terorisme yg di goDok di DPR ,KOK BEGO",kalau fadli zhon mau tahu apa relepansi nya banyak alas cari misal uu terorisme godok dpr kok bego
237,sadness,Gapapaaaa... gue udah berusaha untuk sblm lebaran dari kapan tau tp dospem malah ke luar negri pas tgl tgl sidang :)) kering sudah air mata ini,gapapaaaa usaha sblm lebaran kapan tahu dospem bahkan luar negri pas tanggal tanggal sidang kering air mata
238,sadness,"Ini case yg kedua, sebelumnya sy sempat kena tipu dan account saldo gopay sy hangus, [USERNAME] perlu ada peningkatan security lg spy g kejadian terus seperti ini",case dua belum sempat kena tipu account saldo gopay hangus username perlu tingkat security jadi terus
239,happy,"Yeeeaaayyy.. siap2 buat lebaran buat mamak klaten. Alhamdulillah.. (@ Swiss-Belboutique Yogyakarta in Gondokusuman, Daerah Istimewa Yogyakarta)",yeeeaaayyy siap buat lebaran buat mamak klaten alhamdulillah swiss belboutique yogyakarta in gondokusuman daerah istimewa yogyakarta
240,sadness,"Diminta temen bantuin bungkus kado untuk istrinya sebagai hadiah ultah pernikahan. Terus disuruh juga sekalian selipkan quote romantis. Saya ahlinya, katanya. Dalam hati meringis, tau :)",minta teman bantuin bungkus kado istri hadiah ultah nikah terus suruh sekali selip quote romantis ahli kata hati mering tahu
241,happy,"Buat hiburan, baca ini deh trus lanjut baca twit2 receh di #OldMoneyGakNgerasain . Ternyata hidupque tak lebih dari remah rangginang. Macam manusia yang makan Di kiefsi doang oge meni hayang pamer di story hahaha . Aque maloo [USERNAME] [USERNAME] [URL]",buat hibur baca deh trus lanjut baca twit receh oldmoneygakngerasain nyata hidupque lebih remah rangginang macam manusia makan kiefsi doang oge meni hayang pamer story hahaha aque maloo username username url
242,happy,Kita yg tak punya apa apa dan tak seberapa ini disapa sobat misquen asik asik aja malah nyala balek damai segampang itu yah hebat uiy,punya apa apa berapa sapa sobat misquen asik asik bahkan nyala balek damai gampang yah hebat uiy
243,happy,"#OldMoneyGakNgerasain nongkrong depan rumah ama temen2, tiap ada motor lewat di teriakin woy standaar pas orangnya nengok kita sembunyi:))",oldmoneygakngerasain nongkrong depan rumah sama teman tiap motor lewat teriakin woy standaar pas orang nengok sembunyi
244,fear,"[USERNAME] [USERNAME] Sama seperti Yazidi bila negara Yahudi tidak memperkuat dirinya pilihan itu , ganti agama , dibunuh, diperbudak atau tersingkir. Maka penting bagi Yahudi memperkuat dirinya. Suka atau tidak ini survival bg mrk. Tp mrk TDK",username username sama yazidi bila negara yahudi kuat diri pilih ganti agama bunuh budak singkir penting yahudi kuat diri suka survival abang mrk mrk
245,sadness,"[USERNAME] ya gimana ya lin, coba deh mbok pikir aja km sbnre msh sayang bgt sama mantanmu trs dia jg smpe dtk ini msh memperlakukan km sama seperti pas dia msh jd pacar mu, kan jd memupuk rasa lagi nek gt :(",username iya bagaimana iya lin coba deh mbok pikir kamu sbnre sayang banget sama mantan terus smpe dtk laku kamu sama pas jadi pacar mu kan jadi pupuk rasa nek
246,fear,Coba tanya [USERNAME] apakah market mampu memprediksi kondisi ekonomi kedepan dari kondisi politik saat itu. Isu2 pasti sdh ada. Entah siapapun.,coba tanya username market mampu prediksi kondisi ekonomi depan kondisi politik itu isu ada entah siapa
247,anger,"Mak Lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah-olah apa gicuuuuu, padahal kita semua sudah tahu dari dulu bahwa ..... aaahhhh sudahlah ......",ibu lampir dibully berantas nyamuk pernah tuntas selalu gagal selamat sang kuasa selalu tampil olah olah apa gicuuuuu padahal semua tahu dulu aaahhhh sudah
248,anger,"[USERNAME] Mak Lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah-olah apa gicuuuuu, padahal kita semua sudah tahu dari dulu bahwa ..... aaahhhh sudahlah ........",username ibu lampir dibully berantas nyamuk pernah tuntas selalu gagal selamat sang kuasa selalu tampil olah olah apa gicuuuuu padahal semua tahu dulu aaahhhh sudah
249,sadness,Saking sibuknya aku lupa jam 4 mv rilis. Iya sibuk. Sibuk nyari kesibukan sambil baca ebook. Heran! Accounting apaan awal bulan ga ada kerjaan.,saking sibuk aku lupa jam mv rilis iya sibuk sibuk cari sibuk baca ebook heran accounting apa awal bulan kerja
250,anger,[USERNAME] [USERNAME] .... Jakarta kembali diacak2 .... Begitulah klo memilih pemimpin yg tdk punya kemampuan samasekali..... Warga yg menanggung derita..... ,username username jakarta acak begitu kalau pilih pimpin punya mampu samasekali warga tanggung derita
251,sadness,"Waktu terasa lamban berjalan, di teriknya siang, perut yang menahan walau diizinkan makan. Gini banget ya, nggak puasa serasa lebih dari puasa sahur enggak temen kantor puasa semua.",waktu asa lamban jalan terik siang perut tahan izin makan gin banget iya puasa serasa lebih puasa sahur teman kantor puasa semua
252,happy,"Pertama kami meminta izin untuk berbincang, beliau menjawabnya dengan senyum cerah namun berwibawa. 'Iya mbak, gimana? Coba cerita dulu..' Begitu kira-kira ucapnya drngan ramah. Lalu aku dan temanku bercerita panjang lebar. Tentang tiket, jadwal uas, reschedule. Semua.",pertama minta izin bincang beliau jawab senyum cerah wibawa iya mbak bagaimana coba cerita dulu kira kira ucap drngan ramah lalu aku teman cerita panjang lebar tiket jadwal uas reschedule semua
253,anger,Kenapa [USERNAME] ga kena WO pak? Sudah jelas pelanggaran nya kok semua org tahu:) bubarkan lg aja persepakbolaan indonesia kalo mafia nya belum musnah:) [USERNAME] [USERNAME] [USERNAME] [USERNAME],username kena wo bapak jelas langgar nya kok semua orang tahu bubar persepakbolaan indonesia kalau mafia nya musnah username username username username
254,happy,"Nyari capung bareng temen pakai sapu. Dapat capung, capungnya ditusukkan ke lidi. Lalu dibakar rame rame dan dimakan. Katanya bikin sehat #OldMoneyGakNgerasain",cari capung bareng teman pakai sapu capung capung tusuk lidi lalu bakar ramai ramai makan kata bikin sehat oldmoneygakngerasain
255,anger,Betul bersihkan Pak... kejadian2 yg bikin para bong nyinyir habis2an Gub Indonesia kita ehh ujung2nya kerjaan Gub sebelumnya. Usut tuntassss [URL],betul sih bapak jadi bikin bong nyinyir habis an gub indonesia ehh ujung nya kerja gub belum usut tuntassss url
256,sadness,"Dulu jaman putih abu-abu rasanya ngebet banget pengen cepet kuliah, eh sekarang pas udah kuliah mikir berat rasanya jadi ngebet pengen nikah :"" #recehkantwitter",dulu jaman putih abu abu rasa ngebet banget ken cepat kuliah eh sekarang pas kuliah mikir berat rasa jadi ngebet ken nikah recehkantwitter
257,anger,[USERNAME] [USERNAME] Hai Rakyat ! Geruduglah kantor media dan pukullah wartawannya. Silakan. Itu tidak melanggar hukum kok [USERNAME],username username hai rakyat geruduglah kantor media pukul wartawannya sila langgar hukum kok username
258,happy,"Beliau disana, mendengarkan sembari tersenyum. Sesekali cerita kami terpotong oleh orang-orang yang keluar masuk meminta tanda tangannya. Sampai kemudian berujung pada satu inti, 'Boleh tidak pak, kita berdua ujian duluan?' Dan beliau tertawa, tapi masih berwibawa dan teduh.",beliau sana dengar sembari senyum sekal cerita potong orang orang keluar masuk minta tanda tangan kemudian ujung satu inti boleh bapak dua uji duluan beliau tertawa wibawa teduh
259,happy,"bangun tidur dapet kabar temen diterima kerja aja aku sujud syukur seneng banget. gatau lebay atau apa yak :((( bep, nyari kerja itu, iya, sesusah itu :((( imma proud friend ",bangun tidur kabar teman terima kerja aku sujud syukur neng banget gatau lebih apa yak bep cari kerja itu iya susah imma proud friend
260,anger,"[USERNAME] Karena manusia dengki dan buruk mau kayak loe rusak negara bangga jadi aktivis tapi bego bubarin Golkar, target kok sopir doang mana kendaraan politiknya masih merajalela",username manusia dengki buruk mau kayak kamu rusak negara bangga jadi aktivis bego bubar golkar target kok sopir doang mana kendara politik rajalela
261,happy,"Kepada jamaah Masjid Al Kautsar , Dikarenakan Nasi tumpeng ayam matang sebelum waktunya, maka dengan ini pengajian tafsir masjid Al Kautsar di ajukan hari ini. Aya aya wae...#Ramadhan berkah",jamaah masjid al tsar karena nasi tumpeng ayam matang waktu aji tafsir masjid al tsar aju hari ini aya aya wae ramadhan berkah
262,anger,"Kalau sampe [USERNAME] di WO, sama juga kita di hianati, di kasih hati minta jantung udah di kasih kuota tiket malah rusuh tak terorganisir dan minta WO lagi,kelakuan nya udh kaya saudaranya biru barat.",kalau username wo sama hianati kasih hati minta jantung kasih kuota tiket bahkan rusuh organisir minta wo lagi laku nya udh kaya saudara biru barat
263,anger,"[USERNAME] saya beli mesin cuci di best denki central park, dan saya sdh minta agar instalaai dilakukan senin 4 jun 2018, jam 10-an. Tapi nyatanya sampai skrg saya gak dihubungi",username beli mesin cuci best denki central park minta instalaai laku senin jun jam an nyata skrg hubung
264,fear,Ini komprenya perkelompok satu jam kah? Asaan yang kelompok minggu kemarin maju katanya cuma sebentar gasampe setengah jam Lah ini uda mau satu jam Bikin degdegan woii:(((,komprenya kelompok satu jam kah asa kelompok minggu kemarin maju kata cuma sebentar gasampe tengah jam lah uda mau satu jam bikin degdegan woii
265,happy,"Terima kasih juga buat temen2 basis [USERNAME] yg sudah bersedia meluangkan waktunya untuk menjadi panitia. Semoga Allah SWT senantiasa memberikan rezeki yg halal dan berkah untuk kita semua, aamiin ",terima kasih buat teman teman basis username sedia luang waktu jadi panitia moga allah swt senantiasa beri rezeki halal berkah semua aamiin
266,anger,[USERNAME] [USERNAME] Alumni praktek dikampus atas ijin siapa? Harusnyakan minta ijin dulu krn alumnus memakai fasilitas negara tuk kepentingannya sendiri harus sepengetahuan otoritas kampus.,username username alumni praktek kampus atas ijin siapa harusnyakan minta ijin dulu alumnus pakai fasilitas negara tuk penting sendiri tahu otoritas kampus
267,happy,"Kita mencocokkan jadwal setelahnya. 'Besok ujian jam 2, minta soalnya ke mba yuyun ya' kata beliau. Alhamdulillah ya Allah leganya. Ndak perlu reschedule :') Saat sudah fix, kita keluar lalu salim tangan si bapak. Berterimakasih bangetlah ini.",cocok jadwal telah besok uji jam minta soal mbak yuyun iya kata beliau alhamdulillah iya allah lega perlu reschedule fix keluar lalu salim tangan si bapak berterimakasih banget ini
268,sadness,"Percayalah dik, tidak ada yang lebih sakit selain lupa bawa kacamata saat di perpustakaan. Nempel-nempel dah muka gue ke monitor.. [URL]",percaya dik lebih sakit lupa bawa kacamata pustaka nempel nempel deh muka monitor url
269,sadness,"Tadi pagi nonton infotainment sebelom brkt gawe kris hatta : "" saya aja yang ganteng ditinggalin ama hilda, apalagi bang billy yang gak ganteng...."" gw : ""Astagfirullah..."" *ngelus dada*",tadi pagi nonton infotainment bom brkt kerja kris hatta ganteng ditinggalin sama hilda bang billy ganteng astagfirullah ngelus dada
270,sadness,"Wagelaseh, cuti ditolak. Di antara 135 org paling eug sendirian yg blm pernah balik ke rumah. ""Lu sih pong, ada libur panjang ga langsung kabur.""",wagelaseh cuti tolak orang paling eug sendiri pernah balik rumah kamu sih pong libur panjang langsung kabur
271,happy,"Lalu beliau bales 'ngapain takut? Tinggal ngomong og' Hngg :') Si bapak berlalu. Dan ku masih terkagum sampai saat ini. Beliau ngga jahat seperti yang tergambar di rangkaian tweetku sebelumnya. Beliau hanya butuh ku dan temenku ngomong. Beliau mau tau, masalah kita tuh apa?",lalu beliau balas sedang apa takut tinggal bicara og hngg si bapak lalu ku kagum ini beliau jahat gambar rangkai tweetku belum beliau butuh ku temenku bicara beliau mau tahu masalah tuh apa
272,anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Naaahhhh keookkk kan.. ?? Bong terbang ke langit dululah jngan berkutat di kolam kerruh.!,username username username username username naaahhhh keookkk kan bong terbang langit dululah jngan kutat kolam kerruh
273,happy,"Di SD-SMP gue dulu kalau ada yg ketahuan bawa artikel terkait Pornografi, dijejerin depan kelas. Ditendangin tulang keringnya satu satu oleh wali kelas. Gue ngga pernah (ketahuan). . .  [URL]",sd smp dulu kalau tahu bawa artikel kait pornografi dijejerin depan kelas ditendangin tulang kering satu satu wali kelas pernah tahu url
274,fear,Ya.....Allah..smoga 2019 tdk ada lagi 2 manusia super hero di DPR,iya allah smoga manusia super hero dpr
275,anger,Ketimpangan sosial apa? Picak mata lu. Kaum kampret model kau selalu memutarbalikan fakta sebenarnya. Pada tolol mikirnya!!!!,timpang sosial apa picak mata kamu kaum sial model kamu selalu memutarbalikan fakta benar tolol mikirnya
276,sadness,Padahal engga sampai 24 jam Allah udah kasih jawaban atas masalahku. Aku saja yang terlalu buru-buru berburuk sangka. Astagfirullahalazim maafin dian ya Allah :(,padahal engga jam allah kasih jawab atas masalah aku terlalu buru buru buruk sangka astagfirullahalazim maafin dian iya allah
277,anger,Apa sih maunya BRI ini? Dari tadi mau transfer ke Bank lain via BRI Mobile begini terus. Serius gak sih melayani konsumen? [USERNAME],apa sih mau bri ini tadi mau transfer bank lewat bri mobile begini terus serius sih layan konsumen username
278,anger,"CMIIW, rasanya konotasi ""matematis"" yang dilekatkan dengan benar-salah/tidak mau kompromi itu kurang tepat. Matematikawan itu ya mestinya toleran, non-assuming, dan meragukan banyak (atau SEMUA) hal sampai bukti sahih--lay",correct me if i'm wrong rasa konotasi matematis lekat benar salah tidak mau kompromi kurang tepat matematikawan iya mesti toleran non assuming ragu banyak atau semua bukti sahih lay
279,anger,"kepancing bodohnyakan.. Rizik bangsat cabul mau salah atau ga kaum kampret model kau pasti belain, takut ga msk surga??? Otaknya dimane mikirnya cb??? [URL]",pancing bodohnyakan rizik bangsat cabul mau salah kaum sial model kamu bain takut masuk surga otak dimane mikirnya coba url
280,sadness,"Terkadang tidak tahu kabarmu sama sekali membuat hatiku tenang. Entah bagaimana dirimu dan dengan siapa aku tak peduli. Namun, perasaan seperti itu hanya sesaat. Bisakah kau menghilang jauh dariku? Doaku saat ini aku ingin kau lenyap tak terdengar kabar apapun darimu.",terkadang tahu kabar sama sekali buat hati tenang entah bagaimana diri siapa aku peduli namun asa saat bisa kamu hilang jauh dari doa aku kamu lenyap dengar kabar apa dari
281,happy,"Saya jg merancang skenario surprise buat istrinya. Dan dijamin istrinya pasti happy banget. Saya aja happy banget  Kayaknya saya cocok jadi tim kreatif acara2 reality show yang ada unsur2 romantis2nya, misal program lamaran atau katakan cinta. Kalau katakan putus, gak deh.",rancang skenario surprise buat istri jamin istri bahagia banget bahagia banget kayak cocok jadi tim kreatif acara reality show unsur romantis nya misal program lamar kata cinta kalau kata putus deh
282,anger, Parpol apasaja yg Sukung HRS menjadi Capres Otak kadernya miring karena pasti kalah. POLITIK memang terkadang tdk bs dihitung dg MATEMATIS tp dg Modal apa si HRS bs mengalahkan Joko Widodo,partai politik apasaja sukung jadi capres otak kader miring kalah politik memang terkadang hitung matematis modal apa si kalah joko widodo
283,happy,Masuk ke artikel cetak mediaku waktu itu. Tapi lupa edisi tahun berapa. Dan alhamdulillah tulisanku juga menang lomba dalam rangka hari kesehatan jiwa sedunia waktu itu kak [URL],masuk artikel cetak media waktu itu lupa edisi tahun berapa alhamdulillah tulis menang lomba rangka hari sehat jiwa dunia waktu kak url
284,sadness,"Iya e mas aku cuma mentingin ngaji dan ngejar khataman dulu. Ndak bisa tiap waktu ngabarin halo kamu lagi ngapain. Kalo cuma jadi bahan biar kuat merasa tersakiti banget mah,mas ngapain dulu mau sama aku ehe",iya e mas aku cuma mentingin ngaji ngejar khatam dulu tiap waktu ngabarin halo kamu sedang apa kalau cuma jadi bahan biar kuat rasa sakit banget mah mas sedang apa dulu mau sama aku ehe
285,anger,"kasian!!! Itu ga ada urusan dgn gw salah ga usah dibela, nah imam besar Mesum kok dibela?, takut ga msk surga??? Rizik aja belum tentu masuk surga, pake disembah2 kaum kampret termasuk kau bukan??? [URL]",kasi urus salah perlu bela nah imam besar mesum kok bela takut masuk surga rizik masuk surga pakai sembah kaum sial masuk kamu bukan url
286,fear,"Ya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil... Kasianin aku ya allah, kan soleh mau ultah... Masa gagal maning gagal maning",iya allah moga kue bikin bunda kali resep google hasil kasianin aku iya allah kan soleh mau ultah masa gagal maning gagal maning
287,fear,Intelektual Muda baru aja nih ada kasus orang yang naik pesawat tapi dia becanda bawa bom sampe akhirnya bikin orang-orang panik #FiestaMaksimum,intelektual muda baru kasus orang naik pesawat becanda bawa bom akhir bikin orang orang panik fiestamaksimum
288,fear,"Pertanyaan yg bakal ditanya nanti pas lebaran itu pasti begini ""galuh udah selesai? "" - Alhamdulillah udah bisa jawab. "" sekarang kerja dimana? "" - Alhamdulillah udah bisa jawab. "" kapan nikahnya? "" - Alhamdulillah, eum..itu..anu..eh.. ((JEDERRRRRRR))",tanya bakal tanya pas lebaran begini galuh selesai alhamdulillah jawab sekarang kerja mana alhamdulillah jawab kapan nikah alhamdulillah eum itu anu eh jederrrrrrr
289,happy,"Jiyeeee jiyeee, jeng Domi abis menang lawan Kei langsung di sambut hangat girl friend Kimlad. Halaaah sandiwara [USERNAME] [USERNAME] [USERNAME] [USERNAME]",jiyeeee jiyeee jeng dom habis menang lawan kei langsung sambut hangat girl friend kimlad halaaah sandiwara username username username username
290,anger,Hahahha pengngangguran bisa makan dengan demo pasti otaknya minim ditambah dengan minum kencing onta lengkap deh tololnya,hahahha pengngangguran makan demo otak minim tambah minum kencing onta lengkap deh tolol
291,anger,"Kl ga kebukti ga perlu kabur tuh bangsat cabul, logika berpikir orang waras. Nah cabul imam pula dibela sampai mampus cm krn takut ga masuk surga lu? [URL]",kalau bukti perlu kabur tuh bangsat cabul logika pikir orang waras nah cabul imam bela mampus cm takut masuk surga kamu url
292,sadness,"Anak zaman now lulusan aja pake toga segala un di aula2 mahal, lah kita dulu lulus sd paling banter perpisahan ke cibodas or anyer naek bis..",anak zaman now lulus pakai toga segala un aula mahal lah dulu lulus sd paling banter pisah cibodas or anyer naek bis
